/* DATA DESCRIPTION:
Citation:	Rojo, Maxence; Noer, Gunnar; Claud, Chantal (2019): Polar Low tracks in the Norwegian Sea and the Barents Sea from 1999 until 2019. PANGAEA, https://doi.org/10.1594/PANGAEA.903058, 
	Supplement to: Rojo, Maxence; Claud, Chantal; Noer, Gunnar; Carleton, Andrew M (2019): In Situ Measurements of Surface Winds, Waves, and Sea State in Polar Lows Over the North Atlantic. Journal of Geophysical Research: Atmospheres, 124(2), 700-718, https://doi.org/10.1029/2017JD028079
Abstract:	List of Polar Low (PL) events over the Nordic seas and their associated tracking for the period November 1999 until March 2018 using AVHRR imagery.
Related to:	Rojo, Maxence; Claud, Chantal; Mallet, Paul-Etienne; Noer, Gunnar; Carleton, Andrew M; Vicomte, Marie (2015): Polar low tracks over the Nordic Seas: a 14-winter climatic analysis. Tellus Series A-Dynamic Meteorology and Oceanography, 67(1), 24660, https://doi.org/10.3402/tellusa.v67.24660
Coverage:	MEDIAN LATITUDE: 71.099792 * MEDIAN LONGITUDE: 17.603222 * SOUTH-BOUND LATITUDE: 51.000000 * WEST-BOUND LONGITUDE: -32.000000 * NORTH-BOUND LATITUDE: 81.000000 * EAST-BOUND LONGITUDE: 81.000000
	DATE/TIME START: 1999-12-19T04:16:00 * DATE/TIME END: 2019-05-03T05:46:00
Event(s):	NordicSeas_NAtlantic * LATITUDE: 71.600000 * LONGITUDE: 18.000000 * LOCATION: Nordic Seas * METHOD/DEVICE: Satellite remote sensing (SAT)
Parameter(s):	Identification (ID) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * COMMENT: PolarLowID
	DATE/TIME (Date/Time) * GEOCODE * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr)
	Season (Season) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr)
	Observation (Obs) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr)
	LATITUDE (Latitude) * GEOCODE * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr)
	LONGITUDE (Longitude) * GEOCODE * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr)
	Diameter [km] (Ø) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Approximative diameter of a circle that forms the PL cloud vortex at the time of observation
	Diameter [km] (Ø) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Optional value of approximative diameter of a circle that forms the PL cloud vortex at the time of observation
	Morphology (Morphology) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: of PL at the time of observation, S = Spiraliform, C = Comma shaped, MGR = Merry-go-round, W = Wave system, U = Undefined, T = Transition between different forms, H = Hybrid, - = Systems don't appear completely on imagery
	Stage (Stage) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: of PL development at the time of observation, F = Formation, M = Mature, D = Decay
	Comment (Comment) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Specific mentions about PL
	Comment (Comment) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Added from visual inspection of historical NOAA AVHRR images only, without support of observations or NWP
	Comment (Comment) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Denotes uncertainties in visual inspection, and/or notes of the MET-NO list
	Pressure, atmospheric, minimum [hPa] (PPPP min) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Minimum pressure level recorded during PL lifecycle. Empty cells indicate that MSLP is not available.
	Wind speed, gust [arbitrary units] (ff gust) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Maximum 10 minute 10m wind speed observed (in knots). Empty cells indicate that Max wind speed is omitted; #35 = 35-40
	Wind speed, gust [arbitrary units] (ff gust) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Max 3 sec. gusts during PL lifecycle; #52 = 52(60)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	34555 data points
*/
ID (PolarLowID)	Date/Time	Season	Obs	Latitude	Longitude	Ø [km] (Approximative diameter of a c...)	Ø [km] (Optional value of approximati...)	Morphology (of PL at the time of observat...)	Stage (of PL development at the time...)	Comment (Specific mentions about PL)	Comment (Added from visual inspection ...)	Comment (Denotes uncertainties in visu...)	PPPP min [hPa] (Minimum pressure level record...)	ff gust [arbitrary units] (Maximum 10 minute 10m wind sp...)	ff gust [arbitrary units] (Max 3 sec. gusts during PL li...)
199	2013-12-08T01:21	2013/2014	3	72.0	42.2	340		C - W	M	Multiple	-		986	45	
199	2013-12-08T03:02	2013/2014	4	73.0	44.0	300		C - W	M	Multiple	-		986	45	
199	2013-12-08T08:43	2013/2014	5	75.0	46.0	260		C - W	M	Multiple	-		986	45	
199	2013-12-08T09:37	2013/2014	6	75.5	44.5	300		C - W	M	Multiple	-		986	45	
199	2013-12-08T11:16	2013/2014	7	75.8	43.5	310		S - W	M	Multiple	-		986	45	
199	2013-12-08T18:35	2013/2014	8	74.2	42.5	590		S - W	M	Multiple	-		986	45	
199	2013-12-09T01:09	2013/2014	9	73.0	47.0	690		S	M	Multiple	-		986	45	
199	2013-12-09T02:51	2013/2014	10	72.8	49.0	690		S	M	Multiple	-		986	45	
199	2013-12-09T09:26	2013/2014	11	72.7	52.0	540		S	M	Multiple	-		986	45	
199	2013-12-09T11:05	2013/2014	12	72.5	53.0	550		S	M	Multiple	-		986	45	
199	2013-12-09T18:15	2013/2014	13	72.3	57.0			S	D	Multiple	-		986	45	
199.b	2013-12-07T12:24	2013/2014	1	74.5	31.0	300		C - W	F	Multiple	-				
199.b	2013-12-07T18:55	2013/2014	2	75.0	38.5	310		C - W	M	Multiple	-				
199.b	2013-12-08T01:21	2013/2014	3	75.3	42.0	310		C - W	M	Multiple	-				
199.b	2013-12-08T03:02	2013/2014	4	76.0	45.0	300		C - W	M	Multiple	-				
199.b	2013-12-08T08:43	2013/2014	5	75.0	35.0	310		S - W	M	Multiple	-				
199.b	2013-12-08T09:37	2013/2014	6	74.5	36.5	310		S - W	M	Multiple	-				
199.b	2013-12-08T11:16	2013/2014	7	74.0	35.5	270		S - W	D	Multiple	-				
199.c	2013-12-07T18:55	2013/2014	1	75.1	31.5	150		C	F	Multiple	-				
199.c	2013-12-08T01:21	2013/2014	2	74.5	35.5	140		C	M	Multiple	-				
199.c	2013-12-08T03:02	2013/2014	3	74.0	36.5	150		C	M	Multiple	-				
199.c	2013-12-08T04:42	2013/2014	4	73.5	36.5	130		C	M	Multiple	-				
199.c	2013-12-08T08:43	2013/2014	5	72.1	39.0	130		C	M	Multiple	-				
199.c	2013-12-08T09:37	2013/2014	6	72.2	41.0	130		C	D	Multiple	-				
200	2014-03-24T08:50	2013/2014	1	73.0	7.5	370		C	M	Dual	-		991	65	
200	2014-03-24T10:27	2013/2014	2	73.0	8.0	410		H	M	Dual	-		991	65	
200	2014-03-24T12:06	2013/2014	3	73.0	12.0	410		H	M	Dual	-		991	65	
200	2014-03-24T13:25	2013/2014	4	73.0	12.5	410		S	M	Dual	-		991	65	
200	2014-03-24T18:42	2013/2014	5	71.5	20.0	590		S	M	Dual	-		991	65	
200	2014-03-24T20:21	2013/2014	6	71.1	22.0	610		S	M	Dual	-		991	65	
200	2014-03-25T00:18	2013/2014	7	70.7	24.0	620		S	M	Dual	-		991	65	
200	2014-03-25T02:01	2013/2014	8	70.3	25.5	640		S	D	Dual	-		991	65	
200	2014-03-25T03:19	2013/2014	9	70.0	26.0			S	D	Dual	-		991	65	
200.b	2014-03-24T05:32	2013/2014	1	74.5	20.0	270		C	F	Dual	-				
200.b	2014-03-24T08:50	2013/2014	2	74.8	23.5	310		C	M	Dual	-				
200.b	2014-03-24T10:27	2013/2014	3	75.0	25.0	320		C	M	Dual	-				
200.b	2014-03-24T12:06	2013/2014	4	75.2	27.5	320		C	M	Dual	-				
200.b	2014-03-24T13:25	2013/2014	5	75.2	29.0	330		C	M	Dual	-				
200.b	2014-03-24T18:42	2013/2014	6	74.5	35.0	300		C	M	Dual	-				
200.b	2014-03-25T02:01	2013/2014	7	75.8	43.5	300		C	M	Dual	-				
200.b	2014-03-25T03:19	2013/2014	8	75.0	44.0			S	M	Dual	-				
200.b	2014-03-25T05:00	2013/2014	9	75.0	46.5	300		S	M	Dual	-				
200.b	2014-03-25T10:16	2013/2014	10	76.0	52.5			S	D	Dual	-				
201	2014-04-14T01:42	2013/2014	1	74.0	14.0	240		C	F	PL-->Instant occlusion	-		990		
201	2014-04-14T03:23	2013/2014	2	74.0	14.0	230		C	F	PL-->Instant occlusion	-		990		
201	2014-04-14T05:03	2013/2014	3	73.8	13.8	220		C	M	PL-->Instant occlusion	-		990		
201	2014-04-14T06:42	2013/2014	4	73.5	13.5	340		C	M	PL-->Instant occlusion	-		990		
201	2014-04-14T08:15	2013/2014	5	73.3	13.3	400		C	M	PL-->Instant occlusion	-		990		
201	2014-04-14T09:56	2013/2014	6	73.3	13.3	440		C	M	PL-->Instant occlusion	-		990		
201	2014-04-14T11:36	2013/2014	7	73.5	13.5	420		C	M	PL-->Instant occlusion	-		990		
201	2014-04-14T13:18	2013/2014	8	73.0	13.5	440		C	M	PL-->Instant occlusion	-		990		
201	2014-04-14T19:47	2013/2014	9	72.4	16.5	550		C	M	PL-->Instant occlusion	-		990		
201	2014-04-15T01:31	2013/2014	10	71.5	18.0	790		C	M	PL-->Instant occlusion	-		990		
201	2014-04-15T03:12	2013/2014	11	71.2	20.0	730		S	M	PL-->Instant occlusion	-		990		
201	2014-04-15T04:52	2013/2014	12	71.0	21.5	700		S	M	PL-->Instant occlusion	-		990		
201	2014-04-15T06:31	2013/2014	13	70.6	21.0			S	M	PL-->Instant occlusion	-		990		
201	2014-04-15T09:35	2013/2014	14	70.0	21.5	680		S	D	PL-->Instant occlusion	-		990		
201	2014-04-15T11:26	2013/2014	15	70.0	22.0	660		S	D	PL-->Instant occlusion	-		990		
201	2014-04-15T12:55	2013/2014	16	69.5	25.0	630		S	D	PL-->Instant occlusion	-		990		
201.b	2014-04-14T01:42	2013/2014	1	69.4	-0.5	250		C	F	Mesocyclone_Check_the_wind_Not_multiple_in_the_list_Uncertainties	-	X			
201.b	2014-04-14T03:23	2013/2014	2	69.0	0.0	300		C	F	Mesocyclone_Check_the_wind_Not_multiple_in_the_list_Uncertainties	-	X			
201.b	2014-04-14T05:03	2013/2014	3	68.9	1.0	240		C	M	Mesocyclone_Check_the_wind_Not_multiple_in_the_list_Uncertainties	-	X			
201.b	2014-04-14T06:42	2013/2014	4	68.5	1.5	311		S	M	Mesocyclone_Check_the_wind_Not_multiple_in_the_list_Uncertainties	-	X			
201.b	2014-04-14T09:56	2013/2014	5	68.2	2.0	250		S	M	Mesocyclone_Check_the_wind_Not_multiple_in_the_list_Uncertainties	-	X			
201.b	2014-04-14T11:36	2013/2014	6	68.0	3.0	290		C	M	Mesocyclone_Check_the_wind_Not_multiple_in_the_list_Uncertainties	-	X			
201.b	2014-04-14T13:18	2013/2014	7	67.7	3.5	350		C	M	Mesocyclone_Check_the_wind_Not_multiple_in_the_list_Uncertainties	-	X			
201.b	2014-04-14T19:47	2013/2014	8	67.0	6.5	420		S	M	Mesocyclone_Check_the_wind_Not_multiple_in_the_list_Uncertainties	-	X			
201.b	2014-04-14T21:27	2013/2014	9	66.0	8.0	460		S	M	Mesocyclone_Check_the_wind_Not_multiple_in_the_list_Uncertainties	-	X			
201.b	2014-04-15T01:31	2013/2014	10	65.0	10.0	440		S	M	Mesocyclone_Check_the_wind_Not_multiple_in_the_list_Uncertainties	-	X			
201.c	2014-04-13T18:28	2013/2014	1	77.0	-4.0	190		C	F	Mesocyclone_Check_the_wind_Not_multiple_in_the_list_Uncertainties	-	X			
201.c	2014-04-13T21:47	2013/2014	2	77.0	-4.0	200		C	F	Mesocyclone_Check_the_wind_Not_multiple_in_the_list_Uncertainties	-	X			
201.c	2014-04-14T01:42	2013/2014	3	76.5	-4.0	270		C	F	Mesocyclone_Check_the_wind_Not_multiple_in_the_list_Uncertainties	-	X			
201.c	2014-04-14T03:23	2013/2014	4	76.0	-2.0	300		H	M	Mesocyclone_Check_the_wind_Not_multiple_in_the_list_Uncertainties	-	X			
201.c	2014-04-14T05:03	2013/2014	5	75.0	-1.5	390		H	M	Mesocyclone_Check_the_wind_Not_multiple_in_the_list_Uncertainties	-	X			
201.c	2014-04-14T06:42	2013/2014	6	74.0	0.0	410		S	M	Mesocyclone_Check_the_wind_Not_multiple_in_the_list_Uncertainties	-	X			
201.c	2014-04-14T09:56	2013/2014	7	73.5	-2.0	390		S	M	Mesocyclone_Check_the_wind_Not_multiple_in_the_list_Uncertainties	-	X			
201.c	2014-04-14T11:36	2013/2014	8	72.8	-0.5	390		S	M	Mesocyclone_Check_the_wind_Not_multiple_in_the_list_Uncertainties	-	X			
201.c	2014-04-14T13:18	2013/2014	9	72.0	0.0	430		S	D	Mesocyclone_Check_the_wind_Not_multiple_in_the_list_Uncertainties	-	X			
202	2014-05-13T01:25	2013/2014	1	74.0	22.0	260		C	F	-	-		975		
202	2014-05-13T03:07	2013/2014	2	74.3	23.5	250		C	F	-	-		975		
202	2014-05-13T04:47	2013/2014	3	75.0	24.0	240		C	F	-	-		975		
202	2014-05-13T06:26	2013/2014	4	75.5	25.0	280		C	M	-	-		975		
202	2014-05-13T09:56	2013/2014	5	76.1	26.0	300		C	M	-	-		975		
202	2014-05-13T11:21	2013/2014	6	76.5	27.0	370		C	M	-	-		975		
202	2014-05-13T13:01	2013/2014	7	76.7	27.5	390		C	M	-	-		975		
202	2014-05-13T19:47	2013/2014	8	76.5	25.0	430		S	M	-	-		975		
202	2014-05-14T01:14	2013/2014	9	75.9	27.5	530		S	M	-	-		975		
202	2014-05-14T02:56	2013/2014	10	76.0	28.0	510		S	M	-	-		975		
202	2014-05-14T04:36	2013/2014	11	76.0	29.0	520		S	M	-	-		975		
202	2014-05-14T06:15	2013/2014	12	76.0	30.0			S	M	-	-		975		
202	2014-05-14T09:31	2013/2014	13	75.0	30.5	400		S	M	-	-		975		
202	2014-05-14T11:10	2013/2014	14	74.5	32.5	450		S	D	-	-		975		
202	2014-05-14T19:26	2013/2014	15	72.7	40.5	430		S	D	-	-		975		
202	2014-05-15T02:45	2013/2014	16	70.0	47.0	300		S	D	-	-		975		
203	2014-12-20T02:41	2014/2015	1	75.5	15.0			C	F	-	-		985	44	
203	2014-12-20T04:21	2014/2015	2	75.2	14.0			C	F	-	-		985	44	
203	2014-12-20T06:00	2014/2015	3	74.6	12.5	290		C	M	-	-		985	44	
203	2014-12-20T08:42	2014/2015	4	73.0	11.0	200		C	M	-	-		985	44	
203	2014-12-20T09:17	2014/2015	5	72.7	10.5	170		C	M	-	-		985	44	
203	2014-12-20T10:23	2014/2015	6	72.5	10.5	200		C	M	-	-		985	44	
203	2014-12-20T10:55	2014/2015	7	72.2	10.2	200		C	M	-	-		985	44	
203	2014-12-20T12:03	2014/2015	8	72.0	10.0	180		C	M	-	-		985	44	
203	2014-12-20T12:35	2014/2015	9	71.7	10.0	200		C	M	-	-		985	44	
203	2014-12-20T14:16	2014/2015	10	70.8	10.0			C	M	-	-		985	44	
203	2014-12-20T18:34	2014/2015	11	68.8	11.0	240		C	M	-	-		985	44	
203	2014-12-20T20:13	2014/2015	12	68.7	12.5	340		S	M	-	-		985	44	
203	2014-12-21T00:47	2014/2015	13	67.5	14.5			-	D	-	-		985	44	
204	2014-12-24T10:11	2014/2015	1	74.5	12.5	320		C	F	Multiple_Complex,_PL/convective_low_lasting_through_28th	-		989	49	
204	2014-12-24T11:51	2014/2015	2	74.5	14.0	340		C	F	Multiple_Complex,_PL/convective_low_lasting_through_28th	-		989	49	
204	2014-12-24T13:31	2014/2015	3	74.5	14.5	320		C	F	Multiple_Complex,_PL/convective_low_lasting_through_28th	-		989	49	
204	2014-12-24T18:51	2014/2015	4	73.7	17.0	320		C	M	Multiple_Complex,_PL/convective_low_lasting_through_28th	-		989	49	
204	2014-12-24T20:31	2014/2015	5	73.5	17.5	330		C	M	Multiple_Complex,_PL/convective_low_lasting_through_28th	-		989	49	
204	2014-12-25T01:44	2014/2015	6	73.2	19.0	600		C	M	Multiple_Complex,_PL/convective_low_lasting_through_28th	-		989	49	
204	2014-12-25T03:26	2014/2015	7	73.0	19.5	620		C	M	Multiple_Complex,_PL/convective_low_lasting_through_28th	-		989	49	
204	2014-12-25T05:06	2014/2015	8	72.7	20.0	570		C	M	Multiple_Complex,_PL/convective_low_lasting_through_28th	-		989	49	
204	2014-12-25T06:44	2014/2015	9	72.6	20.0	520		C	M	Multiple_Complex,_PL/convective_low_lasting_through_28th	-		989	49	
204	2014-12-25T08:39	2014/2015	10	72.3	19.5	520		S	M	Multiple_Complex,_PL/convective_low_lasting_through_28th	-		989	49	
204	2014-12-25T10:01	2014/2015	11	72.2	19.0	480		S	M	Multiple_Complex,_PL/convective_low_lasting_through_28th	-		989	49	
204	2014-12-25T11:40	2014/2015	12	71.7	20.0	480		S	M	Multiple_Complex,_PL/convective_low_lasting_through_28th	-		989	49	
204	2014-12-25T13:20	2014/2015	13	71.7	22.0	480		S	M	Multiple_Complex,_PL/convective_low_lasting_through_28th	-		989	49	
204	2014-12-25T18:31	2014/2015	14	71.7	22.0	500		S	M	Multiple_Complex,_PL/convective_low_lasting_through_28th	-		989	49	
204	2014-12-25T20:10	2014/2015	15	71.5	22.5	580		S	M	Multiple_Complex,_PL/convective_low_lasting_through_28th	-		989	49	
204	2014-12-26T01:33	2014/2015	16	71.3	22.0	500		S	M	Multiple_Complex,_PL/convective_low_lasting_through_28th	-		989	49	
204	2014-12-26T03:15	2014/2015	17	70.7	21.0	520		S	M	Multiple_Complex,_PL/convective_low_lasting_through_28th	-		989	49	
204	2014-12-26T04:55	2014/2015	18	70.4	20.2	400		S	M	Multiple_Complex,_PL/convective_low_lasting_through_28th	-		989	49	
204	2014-12-26T06:33	2014/2015	19	70.3	18.5			S	M	Multiple_Complex,_PL/convective_low_lasting_through_28th	-		989	49	
204	2014-12-26T08:18	2014/2015	20	70.0	18.5	370		S	M	Multiple_Complex,_PL/convective_low_lasting_through_28th	-		989	49	
204	2014-12-26T09:50	2014/2015	21	68.9	18.5	390		S	M	Multiple_Complex,_PL/convective_low_lasting_through_28th	-		989	49	
204	2014-12-26T11:29	2014/2015	22	68.9	18.5	330		S	D	Multiple_Complex,_PL/convective_low_lasting_through_28th	-		989	49	
204	2014-12-26T13:09	2014/2015	23	68.0	17.0			S	D	Multiple_Complex,_PL/convective_low_lasting_through_28th	-		989	49	
204.b	2014-12-24T10:41	2014/2015	1	75.0	1.0	250		C	F	Multiple_Complex,_lasting_through_28th	-				
204.b	2014-12-24T12:20	2014/2015	2	75.0	2.5	200		C	F	Multiple_Complex,_lasting_through_28th	-				
204.b	2014-12-24T13:31	2014/2015	3	74.5	5.0	200		C	F	Multiple_Complex,_lasting_through_28th	-				
204.b	2014-12-24T18:51	2014/2015	4	74.2	3.5	300		C	M	Multiple_Complex,_lasting_through_28th	-				
204.b	2014-12-24T20:31	2014/2015	5	73.8	4.0	280		S	M	Multiple_Complex,_lasting_through_28th	-				
204.b	2014-12-25T01:44	2014/2015	6	73.1	6.5	310		S	M	Multiple_Complex,_lasting_through_28th	-				
204.b	2014-12-25T03:26	2014/2015	7	72.6	6.5	250		S	M	Multiple_Complex,_lasting_through_28th	-				
204.b	2014-12-25T05:06	2014/2015	8	72.5	6.5	150		S	M	Multiple_Complex,_lasting_through_28th	-				
204.b	2014-12-25T06:44	2014/2015	9	72.0	6.5	130		S	M	Multiple_Complex,_lasting_through_28th	-				
204.b	2014-12-25T08:39	2014/2015	10	71.5	7.5	130		S	M	Multiple_Complex,_lasting_through_28th	-				
204.b	2014-12-25T10:01	2014/2015	11	71.2	8.0	110		S	M	Multiple_Complex,_lasting_through_28th	-				
204.b	2014-12-25T11:40	2014/2015	12	70.6	8.0	150		S	M	Multiple_Complex,_lasting_through_28th	-				
204.b	2014-12-25T13:20	2014/2015	13	70.0	10.0	170		S	M	Multiple_Complex,_lasting_through_28th	-				
204.b	2014-12-25T18:31	2014/2015	14	68.3	13.5	280		S	M	Multiple_Complex,_lasting_through_28th	-				
204.b	2014-12-25T20:10	2014/2015	15	68.0	15.0	310		S	M	Multiple_Complex,_lasting_through_28th	-				
204.c	2014-12-24T20:31	2014/2015	1	76.7	0.0	150		S	F	Multiple_Complex,_lasting_through_28th	-				
204.c	2014-12-24T22:11	2014/2015	2	76.5	0.0	170		S	F	Multiple_Complex,_lasting_through_28th	-				
204.c	2014-12-25T01:44	2014/2015	3	75.5	-1.5	300		S	M	Multiple_Complex,_lasting_through_28th	-				
204.c	2014-12-25T03:26	2014/2015	4	75.0	-2.0	300		S	M	Multiple_Complex,_lasting_through_28th	-				
204.c	2014-12-25T05:06	2014/2015	5	74.8	-1.5	350		S	M	Multiple_Complex,_lasting_through_28th	-				
204.c	2014-12-25T06:44	2014/2015	6	74.5	-1.5	350		S	M	Multiple_Complex,_lasting_through_28th	-				
204.c	2014-12-25T10:01	2014/2015	7	73.6	-2.5	350		S	M	Multiple_Complex,_lasting_through_28th	-				
204.c	2014-12-25T11:40	2014/2015	8	73.5	-2.5	330		S	M	Multiple_Complex,_lasting_through_28th	-				
204.c	2014-12-25T13:20	2014/2015	9	73.2	-2.5	330		S	M	Multiple_Complex,_lasting_through_28th	-				
204.c	2014-12-25T15:01	2014/2015	10	73.0	-2.0	350		S	M	Multiple_Complex,_lasting_through_28th	-				
204.c	2014-12-25T18:31	2014/2015	11	72.5	-2.5	290		S	M	Multiple_Complex,_lasting_through_28th	-				
204.c	2014-12-25T20:10	2014/2015	12	72.3	-2.0	330		S	M	Multiple_Complex,_lasting_through_28th	-				
204.c	2014-12-25T21:50	2014/2015	13	71.8	-2.0	320		S	M	Multiple_Complex,_lasting_through_28th	-				
204.c	2014-12-26T01:33	2014/2015	14	71.5	-2.0	370		S	M	Multiple_Complex,_lasting_through_28th	-				
204.c	2014-12-26T03:15	2014/2015	15	71.2	-1.5	300		S	M	Multiple_Complex,_lasting_through_28th	-				
204.c	2014-12-26T04:55	2014/2015	16	71.0	-1.0	280		S	M	Multiple_Complex,_lasting_through_28th	-				
204.c	2014-12-26T06:33	2014/2015	17	70.6	-1.0	200		S	M	Multiple_Complex,_lasting_through_28th	-				
204.c	2014-12-26T09:50	2014/2015	18	70.0	-1.0	200		S	M	Multiple_Complex,_lasting_through_28th	-				
204.c	2014-12-26T11:29	2014/2015	19	69.5	-1.0	200		S	D	Multiple_Complex,_lasting_through_28th	-				
204.c	2014-12-26T13:09	2014/2015	20	69.3	-0.5	180		S	D	Multiple_Complex,_lasting_through_28th	-				
204.d	2014-12-24T13:31	2014/2015	1	70.8	14.5	210		C	F	Multiple_Complex,_lasting_through_28th	-				
204.d	2014-12-24T18:51	2014/2015	2	70.5	13.5	250		C	M	Multiple_Complex,_lasting_through_28th	-				
204.d	2014-12-24T20:31	2014/2015	3	70.5	15.0	210		C	M	Multiple_Complex,_lasting_through_28th	-				
204.d	2014-12-25T01:44	2014/2015	4	70.7	19.0	340		C	M	Multiple_Complex,_lasting_through_28th	-				
204.d	2014-12-25T03:26	2014/2015	5	70.8	20.0	300		C	M	Multiple_Complex,_lasting_through_28th	-				
204.d	2014-12-25T05:06	2014/2015	6	71.0	21.5	200		C	M	Multiple_Complex,_lasting_through_28th	-				
204.d	2014-12-25T08:39	2014/2015	7	71.2	23.5	300		H	M	Multiple_Complex,_lasting_through_28th	-				
204.d	2014-12-25T10:01	2014/2015	8	71.4	25.5	300		H	M	Multiple_Complex,_lasting_through_28th	-				
204.d	2014-12-25T11:40	2014/2015	9	72.0	26.5	300		S	M	Multiple_Complex,_lasting_through_28th	-				
204.e	2014-12-24T03:37	2014/2015	1	73.5	36.0	170		C	F	Small_Mesocyclone_Multiple	-				
204.e	2014-12-24T09:00	2014/2015	2	72.5	36.0	140		C	M	Small_Mesocyclone_Multiple	-				
204.e	2014-12-24T10:11	2014/2015	3	72.2	36.0	150		C	M	Small_Mesocyclone_Multiple	-				
204.e	2014-12-24T11:51	2014/2015	4	72.3	36.5	200		S	M	Small_Mesocyclone_Multiple	-				
204.e	2014-12-24T18:51	2014/2015	5	71.5	37.0	290		S	M	Small_Mesocyclone_Multiple	-				
204.e	2014-12-25T01:44	2014/2015	6	71.1	38.0	250		S	M	Small_Mesocyclone_Multiple	-				
204.e	2014-12-25T03:26	2014/2015	7	71.3	38.0	280		S	M	Small_Mesocyclone_Multiple	-				
204.e	2014-12-25T08:39	2014/2015	8	71.5	39.5	250		S	M	Small_Mesocyclone_Multiple	-				
204.e	2014-12-25T10:01	2014/2015	9	71.7	39.7	200		S	M	Small_Mesocyclone_Multiple	-				
204.e	2014-12-25T11:40	2014/2015	10	71.8	39.7	200		S	M	Small_Mesocyclone_Multiple	-				
204.e	2014-12-25T18:31	2014/2015	11	72.0	40.0	200		C	M	Small_Mesocyclone_Multiple	-				
204.e	2014-12-26T01:33	2014/2015	12	72.3	39.0	250		C	M	Small_Mesocyclone_Multiple	-				
204.e	2014-12-26T03:15	2014/2015	13	72.0	38.0	280		S	M	Small_Mesocyclone_Multiple	-				
204.e	2014-12-26T08:18	2014/2015	14	71.8	37.5	280		S	M	Small_Mesocyclone_Multiple	-				
204.e	2014-12-26T09:59	2014/2015	15	71.7	37.0	300		S	D	Small_Mesocyclone_Multiple	-				
204.e	2014-12-26T11:29	2014/2015	16	72.0	37.0	300		S	D	Small_Mesocyclone_Multiple	-				
204.e	2014-12-26T18:11	2014/2015	17	71.0	34.5	300		S	D	Small_Mesocyclone_Multiple	-				
204.e	2014-12-26T19:50	2014/2015	18	70.0	36.0	300		S	D	Small_Mesocyclone_Multiple	-				
204.f	2014-12-24T03:37	2014/2015	1	73.5	43.0	130		C	F	Small_Mesocyclone_Multiple	-				
204.f	2014-12-24T09:00	2014/2015	2	72.7	44.5	180		C	M	Small_Mesocyclone_Multiple	-				
204.f	2014-12-24T10:11	2014/2015	3	72.4	44.8	150		C	M	Small_Mesocyclone_Multiple	-				
204.f	2014-12-24T11:51	2014/2015	4	72.6	46.0	200		C	M	Small_Mesocyclone_Multiple	-				
204.f	2014-12-24T18:51	2014/2015	5	72.7	48.0	170		C	M	Small_Mesocyclone_Multiple	-				
204.f	2014-12-25T01:44	2014/2015	6	72.9	53.0	210		C	D	Small_Mesocyclone_Multiple	-				
204.g	2014-12-26T11:29	2014/2015	1	74.3	43.0	350		C	F	Small_Mesocyclone_Multiple	-				
204.g	2014-12-26T18:11	2014/2015	2	73.8	42.5	350		H	M	Small_Mesocyclone_Multiple	-				
204.g	2014-12-27T01:22	2014/2015	3	73.0	39.0	220		S	M	Small_Mesocyclone_Multiple	-				
204.g	2014-12-27T03:03	2014/2015	4	73.2	39.0	180		H	D	Small_Mesocyclone_Multiple	-				
204.g	2014-12-27T09:38	2014/2015	5	71.5	39.5	200		S	D	Small_Mesocyclone_Multiple	-				
